Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2021-06-08T00:12:34+1000,Trade,SELL_TO_OPEN,LXRX  210618C00005000,Equity Option,Sold 21 LXRX 06/18/21 Call 5.00 @ 0.12,252.00,21,12.00,-10.00,-2.882,100,LXRX,LXRX,6/19/21,5.0,CALL,153686548
2021-06-07T23:53:14+1000,Trade,BUY_TO_OPEN,SPY   230120C00385000,Equity Option,Bought 1 SPY 01/20/23 Call 385.00 @ 60.38,"-6,038.00",1,"-6,038.00",-1.00,-0.13,100,SPY,SPY,1/21/23,385.0,CALL,153687194
2021-06-07T23:50:30+1000,Trade,SELL_TO_CLOSE,KOSS,Equity,Sold 10 KOSS @ 30.00,300.00,10,30.00,0.00,-0.019,,,,,,,153686757
2021-06-05T22:12:04+1000,Money Movement,,,,Regulatory fee adjustment,0.05,0,,--,0.00,,,,,,,
2021-06-04T00:49:31+1000,Trade,BUY_TO_CLOSE,SOL   210604C00010000,Equity Option,Bought 13 SOL 06/04/21 Call 10.00 @ 0.03,-39.00,13,-3.00,0.00,-1.75,100,SOL,SOL,6/05/21,10.0,CALL,153085211
2021-06-04T00:49:31+1000,Trade,SELL_TO_OPEN,SOL   210618C00010000,Equity Option,Sold 13 SOL 06/18/21 Call 10.00 @ 0.16,208.00,13,16.00,-5.00,-1.786,100,SOL,SOL,6/19/21,10.0,CALL,153085211
2021-06-04T00:47:55+1000,Trade,SELL_TO_OPEN,SOL   210618C00010000,Equity Option,Sold 5 SOL 06/18/21 Call 10.00 @ 0.20,100.00,5,20.00,-5.00,-0.69,100,SOL,SOL,6/19/21,10.0,CALL,153085211
2021-06-04T00:47:55+1000,Trade,BUY_TO_CLOSE,SOL   210604C00010000,Equity Option,Bought 5 SOL 06/04/21 Call 10.00 @ 0.05,-25.00,5,-5.00,0.00,-0.67,100,SOL,SOL,6/05/21,10.0,CALL,153085211
2021-06-04T00:25:41+1000,Trade,SELL_TO_CLOSE,APPS  210611C00075000,Equity Option,Sold 1 APPS 06/11/21 Call 75.00 @ 0.92,92.00,1,92.00,0.00,-0.142,100,APPS,APPS,6/12/21,75.0,CALL,153085537
2021-06-01T23:44:45+1000,Trade,BUY_TO_OPEN,APPS  210611C00075000,Equity Option,Bought 1 APPS 06/11/21 Call 75.00 @ 2.55,-255.00,1,-255.00,-1.00,-0.13,100,APPS,APPS,6/12/21,75.0,CALL,152554435
